genes	v3_locus
GRMZM2G179810	APT2
GRMZM2G179827	ARR3
GRMZM2G179846	HSI2-L1
GRMZM2G179931	PUR4
GRMZM2G180076	ATEBP1
GRMZM2G180080	BCS1
GRMZM2G180082	CYP716A1
GRMZM2G180160	WAK5
GRMZM2G180172	LCD1
GRMZM2G180195	DRIP2
GRMZM2G180211	ALIS1
GRMZM2G180307	ATRPA70B
GRMZM2G180331	SBP1
GRMZM2G180335	ADL2
GRMZM2G180385	GF14 NU
GRMZM2G180478	LPA3
GRMZM2G180517	ASHH1
GRMZM2G180519	ATUTR5
GRMZM2G180539	ATRPA70B
GRMZM2G180547	AAP2
GRMZM2G180558	PYM
GRMZM2G180578	EMB2719
GRMZM2G180594	APK2B
GRMZM2G180596	HVA22J
GRMZM2G180605	EDA35
GRMZM2G180691	PPX-2
GRMZM2G180693	LTP
GRMZM2G180728	CYCA3;4
GRMZM2G180734	SE
GRMZM2G180782	ATGH9B1
GRMZM2G180825	ATFIB2
GRMZM2G180836	MEE65
GRMZM2G180870	XTH9
GRMZM2G180889	ARAF
GRMZM2G180909	PEP
GRMZM2G180926	XCP1
GRMZM2G180951	ATGSL12
GRMZM2G180958	AGL7
GRMZM2G180982	ATCES1
GRMZM2G180988	ATVLN2
GRMZM2G181123	ATCPL1
GRMZM2G181168	DUR
GRMZM2G181202	ATEXPB2
GRMZM2G181227	CHY1
GRMZM2G181236	CYP89A6
GRMZM2G181244	ARF1
GRMZM2G181266	PAS2
GRMZM2G181354	TET2
GRMZM2G181359	RPT1A
GRMZM2G181390	MPB2C
GRMZM2G181456	CYP51
GRMZM2G181497	HTA8
GRMZM2G181551	CID1
GRMZM2G181568	CLT2
GRMZM2G181649	CID11
GRMZM2G300031	ATCDF1
GRMZM2G300238	PSY
GRMZM2G300412	UXS6
GRMZM2G300463	CIPK9
GRMZM2G300500	GTE7
GRMZM2G300610	ADNT1
GRMZM2G300624	AESP
GRMZM2G300651	SPA4
GRMZM2G300692	GATL7
GRMZM2G300709	POK1
GRMZM2G300771	AGC2
GRMZM2G300786	DYAD
GRMZM2G300801	PSAT
GRMZM2G300828	ATGC1
GRMZM2G300862	AK
GRMZM2G300866	MOM
GRMZM2G300944	ATCES1
GRMZM2G300953	PHT3;1
GRMZM2G300965	ATRBOHD
GRMZM2G300990	AFC2
GRMZM2G301148	UGT89B1
GRMZM2G301194	ATKP1
GRMZM2G301246	AHG2
GRMZM2G301297	ATSCL33
GRMZM2G301355	ATCRR3
GRMZM2G301387	ATNAP10
GRMZM2G301399	ATZW10
GRMZM2G301462	ATGCP3
GRMZM2G301552	ATGUT1
GRMZM2G301553	ATRPA70B
GRMZM2G301663	ATRALF1
GRMZM2G301699	ATPDR3
GRMZM2G301823	CP12
GRMZM2G301885	ATPLT5
GRMZM2G301904	ATEIF3C-1
GRMZM2G301908	FLA1
GRMZM2G301932	AtCXE18
GRMZM2G302002	HCT
GRMZM2G302074	CYP89A6
GRMZM2G302080	APS4
GRMZM2G302142	ARF3
GRMZM2G302155	ATGP1
GRMZM2G302229	LON2
GRMZM2G302279	ZAR1
GRMZM2G302373	ATGSTU18
GRMZM2G302509	ATTPS6
GRMZM2G302553	ATXIB
GRMZM2G302624	DGL1
GRMZM2G302673	ATGLR2.7
GRMZM2G302873	AtSIP2
GRMZM2G303086	NPY2
GRMZM2G303113	SHM4
GRMZM2G303115	GC2
GRMZM2G303135	ATGT18
GRMZM2G303244	MSL4
GRMZM2G303312	ECT4
GRMZM2G303337	ATSPS3F
GRMZM2G303374	STR18
GRMZM2G303426	CYP87A2
GRMZM2G303501	WIN2
GRMZM2G303655	UBP13
GRMZM2G303728	ATENT3
GRMZM2G303730	ATHMA8
GRMZM2G303758	CHO
GRMZM2G303829	ATNHL10
GRMZM2G303909	RLK1
GRMZM2G303937	ATEXP11
GRMZM2G303964	ATCMPG2
GRMZM2G303965	RLK
GRMZM2G304019	CLPD
GRMZM2G304033	FRS5
GRMZM2G304049	RPM1
GRMZM2G304113	GABA-T
GRMZM2G304121	emb1624
GRMZM2G304362	ATRNR1
GRMZM2G304364	AtHsp90-7
GRMZM2G304575	H2B
GRMZM2G305027	H2B
GRMZM2G305146	ATGT18
GRMZM2G305148	CAS1
GRMZM2G305159	ACA4
GRMZM2G305167	OHP
GRMZM2G305261	ATHSP70
GRMZM2G305264	ATCRT1
GRMZM2G305271	UBP16
GRMZM2G305287	ATMCM2
GRMZM2G305321	MAP3KE2
GRMZM2G305332	ARP3
GRMZM2G305400	CYCD4;1
GRMZM2G305426	UBP16
GRMZM2G305439	TBL21
GRMZM2G305559	ATSTE24
GRMZM2G305685	NRPC2
GRMZM2G305757	AVA-P4
GRMZM2G305769	ATMLO11
GRMZM2G305793	AATP1
GRMZM2G305827	FUT8
GRMZM2G305887	AHA11
GRMZM2G306193	ARP
GRMZM2G306282	WAK5
GRMZM2G306632	CYP709B2
GRMZM2G306645	ATXIK
GRMZM2G306677	AGD7
GRMZM2G306693	PGA4
GRMZM2G306703	ATXIE
GRMZM2G306727	RPM1
GRMZM2G306732	HCEF1
GRMZM2G306998	CYP71B37
GRMZM2G307075	ATCSLC05
GRMZM2G307094	AtcpRRF
GRMZM2G307437	HCT
GRMZM2G307458	GAUT11
GRMZM2G307470	ATTMPK.1
GRMZM2G307610	ATGSL11
GRMZM2G307690	CLPD
GRMZM2G307720	MEE12
GRMZM2G307823	ATNFXL1
GRMZM2G307825	ATRBP45B
GRMZM2G308000	ATARLB1
GRMZM2G308046	ARR24
GRMZM2G308064	RPM1
GRMZM2G308074	ER
GRMZM2G308219	TAF8
GRMZM2G308365	SNC4
GRMZM2G308436	ATPTB2
GRMZM2G308459	CH-CPN60A
GRMZM2G308467	ARA1
GRMZM2G308570	CYCT1;4
GRMZM2G308595	atnudt21
GRMZM2G308619	AGC1.7
GRMZM2G308666	CYP71A22
GRMZM2G308752	CIPK11
GRMZM2G308857	AtCESA1
GRMZM2G308944	PSBY
GRMZM2G308956	ATLFNR2
GRMZM2G308996	ATE1
GRMZM2G309126	ATTPS21
GRMZM2G309145	ATHO1
GRMZM2G309163	BAT1
GRMZM2G309258	B120
GRMZM2G309275	ATNADP-ME1
GRMZM2G309327	CML42
GRMZM2G309380	CRK23
GRMZM2G309441	RPP13
GRMZM2G309512	RLK1
GRMZM2G309600	ATCESA7
GRMZM2G309624	TRFL10
GRMZM2G309782	ACA9
GRMZM2G309828	SEC
GRMZM2G310069	LAF3
GRMZM2G310098	SE
GRMZM2G310144	ATATH4
GRMZM2G310172	ATGLX1
GRMZM2G310175	ATPT4
GRMZM2G310283	RKP
GRMZM2G310298	ATPSAT1
GRMZM2G310321	ATG1
GRMZM2G310331	ATGLR3.5
GRMZM2G310362	PAB5
GRMZM2G310364	KDTA
GRMZM2G310429	CYP97C1
GRMZM2G310465	emb2746
GRMZM2G310569	SKOR
GRMZM2G310737	ELF6
GRMZM2G310868	emb2734
GRMZM2G310947	AATP1
GRMZM2G310957	ATSCC2
GRMZM2G311011	ATHVA22E
GRMZM2G311051	YAK1
GRMZM2G311151	CPK7
GRMZM2G311182	ATSUS3
GRMZM2G311238	ATBXL1
GRMZM2G311290	AGO1
GRMZM2G311342	AtGUS3
GRMZM2G311401	ZIFL1
GRMZM2G311465	ATHIR1
GRMZM2G311620	AtRLP4
GRMZM2G311632	ATPUB17
GRMZM2G311664	RPP13
GRMZM2G311802	CYP86C3
GRMZM2G311898	GRX480
GRMZM2G311943	NFD4
GRMZM2G311969	HGL1
GRMZM2G311974	ANAC008
GRMZM2G312026	ATTRN1
GRMZM2G312069	CYP81D5
GRMZM2G312091	PHF1
GRMZM2G312110	ASA1
GRMZM2G312221	ATOFP17
GRMZM2G312244	VAR3
GRMZM2G312301	EDR2
GRMZM2G312375	ULP1A
GRMZM2G312399	ATHMA1
GRMZM2G312500	ATCMPG2
GRMZM2G312519	CYP704B1
GRMZM2G312563	CUM2
GRMZM2G312661	CML42
GRMZM2G312712	BTS
GRMZM2G312738	HOS1
GRMZM2G312761	PHR1
GRMZM2G312910	ZKT
GRMZM2G312945	AteIF3f
GRMZM2G312970	WNK3
GRMZM2G312974	EMB2016
GRMZM2G312997	ALPHA-DOX1
GRMZM2G313011	FQR1
GRMZM2G313181	WAK2
GRMZM2G313199	WAK3
GRMZM2G313272	ASN1
GRMZM2G313316	TED6
GRMZM2G313326	ATPPR5
GRMZM2G313327	bZIP65
GRMZM2G313347	ATRPA70B
GRMZM2G313448	RIP3
GRMZM2G313529	AtDMP2
GRMZM2G313703	RPL10C
GRMZM2G313707	ABCG40
GRMZM2G313750	CYP75B1
GRMZM2G313754	HAB1
GRMZM2G313795	ATRPA70B
GRMZM2G313833	ATSRL1
GRMZM2G313944	ELP1
GRMZM2G313995	TUB7
GRMZM2G314125	ARP
GRMZM2G314176	ECT5
GRMZM2G314233	ATRPN1B
GRMZM2G314434	TOM20-1
GRMZM2G314647	ADL1
GRMZM2G314742	NDB2
GRMZM2G314766	ATCRR3
GRMZM2G314771	ULP1A
GRMZM2G314924	ALY3
GRMZM2G314955	GEM
GRMZM2G315137	KUP6
GRMZM2G315264	CIP111
GRMZM2G315447	AtCRT3
GRMZM2G315692	KAM1
GRMZM2G315710	ATSRL1
GRMZM2G315902	ATMLH3
GRMZM2G316030	IAGLU
GRMZM2G316106	ULP1B
GRMZM2G316136	CIPK10
GRMZM2G316214	AtDMP1
GRMZM2G316223	ATBET10
GRMZM2G316232	CLO
GRMZM2G316447	ATRPA1A
GRMZM2G316517	AtPP2-A12
GRMZM2G316635	AUL1
GRMZM2G316679	ATKRS-1
GRMZM2G316685	SCL30A
GRMZM2G316815	SEC10
GRMZM2G316925	CML37
GRMZM2G316960	VPS9B
GRMZM2G317051	FAS1
GRMZM2G317251	ATAVP3
GRMZM2G317336	TBL41
GRMZM2G317346	IMS1
GRMZM2G317382	ATKC1
GRMZM2G317455	VCS
GRMZM2G317689	ATMYA1
GRMZM2G317691	PGPS2
GRMZM2G317728	KUP10
GRMZM2G317835	PFU2
GRMZM2G317943	ATECA4
GRMZM2G318024	ATRLI2
GRMZM2G318065	AtCRT1a
GRMZM2G318180	GRX480
GRMZM2G318210	ER
GRMZM2G318279	MANIA
GRMZM2G318408	BRH1
GRMZM2G318459	(AT)VAP
GRMZM2G318504	VCR
GRMZM2G318578	PGP18
GRMZM2G318689	EIN4
GRMZM2G318794	ATTOM22-V
GRMZM2G318803	SDG13
GRMZM2G318942	AT-GDI1
GRMZM2G318948	ATGCP3
GRMZM2G319000	PDE319
GRMZM2G319125	ATPDR11
GRMZM2G319138	ATPDR6
GRMZM2G319150	ATLFNR1
GRMZM2G319167	RST1
GRMZM2G319169	RST1
GRMZM2G319275	ANAC079
GRMZM2G319345	FAR1
GRMZM2G319531	ATTPS5
GRMZM2G319603	PLD
GRMZM2G319865	ATWRKY33
GRMZM2G319928	MEE49
GRMZM2G319965	UGT1
GRMZM2G319988	POLH
GRMZM2G319998	UBP25
GRMZM2G320085	ATCYS1
GRMZM2G320135	CLPP2
GRMZM2G320142	TUB2
GRMZM2G320206	AMC1
GRMZM2G320215	TOPP4
GRMZM2G320287	AtIDD2
GRMZM2G320305	ATLFNR2
GRMZM2G320360	MGO1
GRMZM2G320399	BTS
GRMZM2G320609	GATA12
GRMZM2G320705	RIN4
GRMZM2G320920	emb1345
GRMZM2G320926	EMB3013
GRMZM2G320933	ATCKX6
GRMZM2G320941	ARR12
GRMZM2G321023	ATISA1
GRMZM2G321033	CYP76C1
GRMZM2G321041	ATL8
GRMZM2G321076	ACA3
GRMZM2G321153	CCR4
GRMZM2G321210	AtGH9B13
GRMZM2G321220	ATPDI4
GRMZM2G321276	EMB2753
GRMZM2G321394	TBL8
GRMZM2G321427	ULP1A
GRMZM2G321747	DVL8
GRMZM2G321750	ACT8
GRMZM2G321767	EMB3007
GRMZM2G321795	ATESD4
GRMZM2G321839	RCI3
GRMZM2G321940	ABI8
GRMZM2G321995	ATVOZ1
GRMZM2G322001	PRA1.F2
GRMZM2G322058	PHT3;2
GRMZM2G322279	UCC1
GRMZM2G322328	NDB1
GRMZM2G322361	ARK3
GRMZM2G322413	RPL18
GRMZM2G322493	ATNUP160
GRMZM2G322586	DMR6
GRMZM2G322723	ARK3
GRMZM2G322769	ATXIK
GRMZM2G322844	ATNRAMP1
GRMZM2G322892	MPL1
GRMZM2G323013	ATL31
GRMZM2G323182	APX1
GRMZM2G323609	GRL
GRMZM2G323719	NAGK
GRMZM2G323830	CYP96A10
GRMZM2G323847	EMB2753
GRMZM2G323893	ABI8
GRMZM2G323903	MED6
GRMZM2G324314	ARP1
GRMZM2G324340	ATRPABC16.5
GRMZM2G324378	ATPGIP1
GRMZM2G324395	KAC1
GRMZM2G324399	AtHsp90-6
GRMZM2G324466	UGT71C4
GRMZM2G324669	B73
GRMZM2G324671	ATRPA70B
GRMZM2G324847	ATXR3
GRMZM2G324863	SUV2
GRMZM2G324991	MPPBETA
GRMZM2G325001	ATUCP2
GRMZM2G325014	UGT73C1
GRMZM2G325023	UGT73C1
GRMZM2G325026	ATCB5LP
GRMZM2G325129	MGP3
GRMZM2G325143	MEF21
GRMZM2G325238	CRK10
GRMZM2G325247	ARK2
GRMZM2G325296	HSR8
GRMZM2G325340	ATEXPB2
GRMZM2G325504	ATPCME
GRMZM2G325513	ATERF38
GRMZM2G325589	TET5
GRMZM2G325606	CPH
GRMZM2G325633	PEX3
GRMZM2G325783	TPX2
GRMZM2G325786	CIPK19
GRMZM2G325857	ATNADP-ME3
GRMZM2G325921	GABA-T
GRMZM2G325938	DHS2
GRMZM2G325995	ULP1B
GRMZM2G326009	BIP3
GRMZM2G326060	WPP1
GRMZM2G326116	ATPRR1
GRMZM2G326151	AtSec20
GRMZM2G326177	ATCBK3
GRMZM2G326226	ATCPK1
GRMZM2G326250	AAO4
GRMZM2G326272	ATTOC159
GRMZM2G326307	DiT1
GRMZM2G326473	ATCKX6
GRMZM2G326506	AHA4
GRMZM2G326643	ATGSL08
GRMZM2G326677	ALA3
GRMZM2G326869	APUM1
GRMZM2G326977	ATTPS6
GRMZM2G327032	MCM4
GRMZM2G327050	ATNRT1:2
GRMZM2G327094	ATTOPII
GRMZM2G327234	KUP10
GRMZM2G327266	ATEXPB4
GRMZM2G327406	APK3
GRMZM2G327427	PYD2
GRMZM2G327459	PUX2
GRMZM2G327662	UGT73D1
GRMZM2G327680	ZIP4
GRMZM2G327692	CID1
GRMZM2G327884	ATGSL01
GRMZM2G327890	ATVIT1
GRMZM2G327920	TUB7
GRMZM2G328171	ATCHIA
GRMZM2G328258	RLK
GRMZM2G328265	ATVSR3
GRMZM2G328309	RNEE/G
GRMZM2G328578	RPS15A
GRMZM2G328610	AOS
GRMZM2G328707	ATNAP11
GRMZM2G328780	YUC6
GRMZM2G328795	ATZIP4
GRMZM2G328877	ERD2
GRMZM2G328893	ACS1
GRMZM2G328908	NDF1
GRMZM2G329029	CYP93D1
GRMZM2G329047	PSAG
GRMZM2G329131	HSP18.2
GRMZM2G329159	REF6
GRMZM2G329194	ABO4
GRMZM2G329195	ATL6
GRMZM2G329222	ATNAP10
GRMZM2G329252	ATGLR3.5
GRMZM2G329306	CYP40
GRMZM2G329325	ATRBL13
GRMZM2G329572	ULP1B
GRMZM2G329710	FLA21
GRMZM2G329740	14-3-3PHI
GRMZM2G329864	ATFIP1[V]
GRMZM2G329869	CESA5
GRMZM2G329957	IBH1
GRMZM2G330019	ECT2
GRMZM2G330361	ATEXO70C1
GRMZM2G330377	ATRPA70B
GRMZM2G330422	AGO1
GRMZM2G330457	ATJ2
GRMZM2G330521	FATB
GRMZM2G330609	FATB
GRMZM2G330655	AtCESA1
GRMZM2G330690	UBP24
GRMZM2G330731	ATMKK9
GRMZM2G330751	B120
GRMZM2G330772	ATSYP131
GRMZM2G330777	DHNS
GRMZM2G330821	SDE3
GRMZM2G330945	COR27
GRMZM2G331040	RDR6
GRMZM2G331168	UPL4
GRMZM2G331283	AAP1
GRMZM2G331317	ATGSL02
GRMZM2G331393	SLAH2
GRMZM2G331417	AVA-P4
GRMZM2G331478	AT-GDI1
GRMZM2G331533	EMB3012
GRMZM2G331566	AtGH9B13
GRMZM2G331581	ATAVP3
GRMZM2G331701	ATHSP22.0
GRMZM2G331833	CLPX
GRMZM2G331861	AGD2
GRMZM2G331932	ATPRMT5
GRMZM2G332102	CHMP1A
GRMZM2G332107	CRK2
GRMZM2G332111	AthREP
GRMZM2G332258	ATCLC-C
GRMZM2G332259	RALFL33
GRMZM2G332410	PI-4KBETA1
GRMZM2G332412	ATEXP11
GRMZM2G332505	AAP2
GRMZM2G332548	KAM1
GRMZM2G332615	ATVAM2
GRMZM2G332809	TUB8
GRMZM2G332922	TAPX
GRMZM2G333035	YUC10
GRMZM2G333045	SNC4
GRMZM2G333052	ATPEPC1
GRMZM2G333059	ATCAP-C
GRMZM2G333087	CYP97A3
GRMZM2G333183	ABCB1
GRMZM2G333258	TUA3
GRMZM2G333274	ATFT1
GRMZM2G333352	AtSec20
GRMZM2G333361	atfut4
GRMZM2G333579	AML5
GRMZM2G333619	AtCESA1
GRMZM2G333659	RPP13
GRMZM2G333781	ATHSP101
GRMZM2G333833	ATCLC-E
GRMZM2G333875	CRK23
GRMZM2G334142	ATCSLA03
GRMZM2G334162	ATPDR11
GRMZM2G334216	PTB3
GRMZM2G334321	SAG12
GRMZM2G334338	TET2
GRMZM2G334409	ATGMII
GRMZM2G334432	GSTL1
GRMZM2G334556	VHA-A
GRMZM2G334592	RLK1
GRMZM2G334617	ATPRFB
GRMZM2G334689	CAMTA3
GRMZM2G334857	EMB3013
GRMZM2G334912	ADL3
GRMZM2G334941	EDA9
GRMZM2G335000	EMB1025
GRMZM2G335054	ATPANK2
GRMZM2G335146	CXIP4
GRMZM2G335237	TPX2
GRMZM2G335240	COI1
GRMZM2G335287	ATMIN7
GRMZM2G335323	CYP75B1
GRMZM2G335521	PAB4
GRMZM2G335533	EMB2769
GRMZM2G335638	SRF1
GRMZM2G335694	ATRBP45B
GRMZM2G335703	MRL1
GRMZM2G335709	WAK3
GRMZM2G335826	MAPKKK16
GRMZM2G335930	BST1
GRMZM2G336065	ATFBR1
GRMZM2G336111	AG
GRMZM2G336213	ATNADP-ME1
GRMZM2G336583	PHIP1
GRMZM2G336745	ATBET10
GRMZM2G336783	ZTP29
GRMZM2G336813	SEC15A
GRMZM2G336839	ATPC1
GRMZM2G336909	KYP
GRMZM2G336918	PFN3
GRMZM2G337065	AtPP2-A13
GRMZM2G337107	PIP5K4
GRMZM2G337109	AtAUR3
GRMZM2G337265	ATTPS6
GRMZM2G337382	NPC2
GRMZM2G337410	ATBZIP9
GRMZM2G337479	ULP1A
GRMZM2G337548	AMC1
GRMZM2G337631	ATNUDT14
GRMZM2G337659	ATSIZ1
GRMZM2G337766	ATPEPR1
GRMZM2G337845	ATJ2
GRMZM2G337905	GAPCP-1
GRMZM2G338131	GSTL2
GRMZM2G338161	CRK2
GRMZM2G338293	ATMKK9
GRMZM2G338327	ABCG40
GRMZM2G338333	ITN1
GRMZM2G338441	ATAVP3
GRMZM2G338465	DOGT1
GRMZM2G338493	ATVPS54
GRMZM2G338631	PPO
GRMZM2G338693	INDL
GRMZM2G338750	ATFH5
GRMZM2G338862	ARA-3
GRMZM2G338871	SNL1
GRMZM2G338955	ULP1A
GRMZM2G339009	ESK1
GRMZM2G339091	SCPL27
GRMZM2G339162	MOS3
GRMZM2G339180	OVA2
GRMZM2G339206	AGD12
GRMZM2G339272	AtCESA1
GRMZM2G339523	MO1
GRMZM2G339545	EMB1135
GRMZM2G339562	LSU4
GRMZM2G339605	GC1
GRMZM2G339699	ASE1
GRMZM2G339820	VIL1
GRMZM2G339836	XBAT33
GRMZM2G339929	AKRP
GRMZM2G340048	CRK25
GRMZM2G340076	CDC2
GRMZM2G340080	GABA-T
GRMZM2G340139	ACA9
GRMZM2G340183	GLT1
GRMZM2G340279	EMB2758
GRMZM2G340353	ATFTSZ1-1
GRMZM2G340386	AtRLP2
GRMZM2G340458	ATRAB1A
GRMZM2G340527	ATRNR1
GRMZM2G340578	CAX7
GRMZM2G340619	COP3
GRMZM2G340654	SD2-5
GRMZM2G340672	ACLA-1
GRMZM2G340721	ATPSKR1
GRMZM2G340739	ATESD4
GRMZM2G340754	ATMRK1
GRMZM2G340762	AtMYB109
GRMZM2G340763	EDA16
GRMZM2G340774	ATHKL1
GRMZM2G340933	TBL27
GRMZM2G341010	CAS1
GRMZM2G341027	DCP5-L
GRMZM2G341171	ATATH5
GRMZM2G341302	RLK
GRMZM2G341304	RLK
GRMZM2G341379	CPK14
GRMZM2G341404	ATP58IPK
GRMZM2G341405	NRPC1
GRMZM2G341442	TET6
GRMZM2G341499	ATGLR2.8
GRMZM2G341601	ANAC051
GRMZM2G341698	AGP8
GRMZM2G341732	NIG
GRMZM2G341747	CAMTA3
GRMZM2G341770	DOGT1
GRMZM2G341771	DOGT1
GRMZM2G341918	ATGSL03
GRMZM2G341934	RCI3
GRMZM2G341959	ATST2A
GRMZM2G342010	NPC2
GRMZM2G342033	PYL11
GRMZM2G342039	NHL8
GRMZM2G342042	ATCIPK23
GRMZM2G342047	CLPD
GRMZM2G342058	ATHSP93-V
GRMZM2G342077	TBL12
GRMZM2G342107	ANAC073
GRMZM2G342226	AtUGP2
GRMZM2G342375	KAT2
GRMZM2G342386	ARP2
GRMZM2G342461	ATPDR11
GRMZM2G342493	TUA3
GRMZM2G342685	CLO-3
GRMZM2G342719	ATFTSZ1-1
GRMZM2G342756	DRT101
GRMZM2G342815	ATPAP16
GRMZM2G342821	IQD19
GRMZM2G342829	ARD4
GRMZM2G342861	PGP11
GRMZM2G342892	MGO1
GRMZM2G342895	ADT2
GRMZM2G343058	ETG1
GRMZM2G343144	AtGH9C1
GRMZM2G343218	FAB1D
GRMZM2G343426	UGT73B5
GRMZM2G343437	ATEXO70C1
GRMZM2G343442	TAF2
GRMZM2G343651	ATARLB1
GRMZM2G343741	PTAC2
GRMZM2G343814	ATPEX10
GRMZM2G343815	ATHAM3
GRMZM2G343917	GTD1
GRMZM2G343974	ATGER1
GRMZM2G344047	ATESD4
GRMZM2G344187	ATORC1A
GRMZM2G344193	LKR
GRMZM2G344205	CP5
GRMZM2G344256	BIP
GRMZM2G344388	ATMKK7
GRMZM2G344416	SDS
GRMZM2G344428	ATPTB2
GRMZM2G344513	CLPD
GRMZM2G344573	UNE2
GRMZM2G344781	AGO5
GRMZM2G344820	PGP5
GRMZM2G344903	CYP89A9
GRMZM2G344955	ATGSL05
GRMZM2G344991	AGL16
GRMZM2G345081	ZPR2
GRMZM2G345226	ATKT4
GRMZM2G345262	ABF1
GRMZM2G345446	ATCSLA09
GRMZM2G345509	HY3
GRMZM2G345512	ZAR1
GRMZM2G345544	RGLG2
GRMZM2G345553	ATATH7
GRMZM2G345687	UGT74E2
GRMZM2G345725	ATLCBK1
GRMZM2G345911	AHA11
GRMZM2G346095	ATCHS
GRMZM2G346278	MER3
GRMZM2G346342	ATMKK2
GRMZM2G346457	ATECI3
GRMZM2G346466	MRH1
GRMZM2G346682	CAT7
GRMZM2G346693	GABA-T
GRMZM2G346839	ATHSP22.0
GRMZM2G346863	ATJ
GRMZM2G346877	ATCAF1
GRMZM2G347027	CNX5
GRMZM2G347047	ATCPK5
GRMZM2G347102	AtPUB12
GRMZM2G347146	AtSOT1
GRMZM2G347152	ENDO 2
GRMZM2G347178	ATTSB1
GRMZM2G347201	KUP6
GRMZM2G347226	ATCPK4
GRMZM2G347308	F8H
GRMZM2G347322	ATCFM2
GRMZM2G347339	TAF5
GRMZM2G347413	YSL7
GRMZM2G347447	ALA2
GRMZM2G347457	ATNRT1:2
GRMZM2G347489	MGP2
GRMZM2G347541	ATELP
GRMZM2G347605	OTP81
GRMZM2G347623	SSP5
GRMZM2G347717	ATUXS1
GRMZM2G347743	scpl2
GRMZM2G347766	EPC1
GRMZM2G347789	NRPB8B
GRMZM2G347841	ADK
GRMZM2G348002	ftsh4
GRMZM2G348035	EMB30
GRMZM2G348039	ELM1
GRMZM2G348151	ATEXO70C1
GRMZM2G348167	P5CS2
GRMZM2G348186	ARASP
GRMZM2G348319	HTA11
GRMZM2G348584	ATPDI5
GRMZM2G348729	FUM1
GRMZM2G348743	GTA02
GRMZM2G348863	ATFPF1
GRMZM2G348866	ATDCP1
GRMZM2G348909	iqd32
GRMZM2G348914	PEI1
GRMZM2G348921	EDA7
GRMZM2G348945	ATCLPC
GRMZM2G349035	TAPX
GRMZM2G349062	ACD1-LIKE
GRMZM2G349547	OTC
GRMZM2G349586	AIR3
GRMZM2G349655	CML42
GRMZM2G349665	NIK1
GRMZM2G349709	CTF2A
GRMZM2G349749	PLA IIA
GRMZM2G349794	CID11
GRMZM2G349810	ATFKBP62
GRMZM2G349834	AtCESA1
GRMZM2G349839	APY1
GRMZM2G349875	TMK1
GRMZM2G349976	EDA7
GRMZM2G350020	CYP86
GRMZM2G350195	ATHSP93-V
GRMZM2G350256	RHD3
GRMZM2G350312	PYE
GRMZM2G350397	ALDH10A9
GRMZM2G350469	ATCAND1
GRMZM2G350620	ATJ2
GRMZM2G350626	ACYB-1
GRMZM2G350711	ATPOB1
GRMZM2G350748	SPK1
GRMZM2G350795	ATNPSN12
GRMZM2G350802	AR791
GRMZM2G350969	ATGCN3
GRMZM2G351027	MCT1
GRMZM2G351032	ATPDR1
GRMZM2G351125	ATTOC159
GRMZM2G351145	CVP1
GRMZM2G351259	CYP71B7
GRMZM2G351261	TET2
GRMZM2G351307	ATRPA70B
GRMZM2G351347	ATKCO1
GRMZM2G351373	NRPB9B
GRMZM2G351382	ATBET9
GRMZM2G351387	ATPUB13
GRMZM2G351423	CER7
GRMZM2G351454	APO3
GRMZM2G351482	AtCXE18
GRMZM2G351493	PDE321
GRMZM2G351502	NDL3
GRMZM2G351599	STT3B
GRMZM2G351716	XBAT32
GRMZM2G351786	OTS1
GRMZM2G351921	ZAR1
GRMZM2G351990	ATHS1
GRMZM2G352274	PYM
GRMZM2G352289	ATPHB7
GRMZM2G352339	ATGH9B1
GRMZM2G352431	ASHH2
GRMZM2G352627	RTM2
GRMZM2G352678	ARPN
GRMZM2G352695	ACA2
GRMZM2G352739	ATSDAT
GRMZM2G352858	CRK2
GRMZM2G352866	CRK2
GRMZM2G352941	MGP2
GRMZM2G352959	SMG7
GRMZM2G353005	ATRPA70B
GRMZM2G353024	RPT2
GRMZM2G353043	ARAF
GRMZM2G353107	YSL7
GRMZM2G353114	ELF9
GRMZM2G353147	AT-RSH1
GRMZM2G353213	ATTIC40
GRMZM2G353259	ATSFH3
GRMZM2G353276	ATSEB1
GRMZM2G353444	PLA-I{gamma}1
GRMZM2G353483	ATEXO70F1
GRMZM2G353550	GTE8
GRMZM2G353762	GLT1
GRMZM2G353885	TAF2
GRMZM2G353905	ATGSL02
GRMZM2G353957	ATCPK1
GRMZM2G354072	ALF5
GRMZM2G354197	ESK1
GRMZM2G354354	ANS
GRMZM2G354504	AGO1
GRMZM2G354519	ERD2
GRMZM2G354558	FAD8
GRMZM2G354560	FLA7
GRMZM2G354600	HSR8
GRMZM2G354604	ATRAN3
GRMZM2G354696	EMB2771
GRMZM2G354746	ATJ
GRMZM2G354805	ATSUVH2
GRMZM2G354827	ATSERK2
GRMZM2G354851	ATOBGM
GRMZM2G354983	DHS2
GRMZM2G355009	MEE31
GRMZM2G355021	ATLSD1
GRMZM2G355098	CRK6
GRMZM2G355229	EDA14
GRMZM2G355233	WAK2
GRMZM2G355244	TUB6
GRMZM2G355329	FRS8
GRMZM2G355342	ATRRP4
GRMZM2G355420	REB1
GRMZM2G355475	AT.EIF4E1
GRMZM2G355523	ATATH6
GRMZM2G355525	ACAM-2
