genes,SLB
GRMZM2G041991,-2.768
GRMZM2G163578,-2.770
GRMZM2G098594,-2.774
GRMZM2G175816,-2.778
GRMZM2G004131,-2.783
GRMZM2G046101,-2.784
GRMZM2G139467,-2.785
GRMZM2G144742,-2.786
GRMZM2G392168,-2.786
GRMZM2G018612,-2.788
GRMZM2G171466,-2.789
GRMZM2G438202,-2.790
GRMZM2G000451,-2.790
GRMZM2G133434,-2.791
GRMZM2G170307,-2.792
GRMZM2G031983,-2.792
GRMZM2G146475,-2.793
GRMZM2G081666,-2.794
GRMZM5G856436,-2.794
GRMZM2G385945,-2.795
GRMZM5G875238,-2.795
AC203535.4_FG004,-2.796
GRMZM2G005040,-2.796
GRMZM2G054065,-2.797
GRMZM2G172214,-2.797
GRMZM2G134878,-2.798
GRMZM2G087101,-2.801
GRMZM2G082998,-2.802
GRMZM2G179031,-2.802
GRMZM2G129453,-2.804
GRMZM2G351330,-2.804
GRMZM2G055621,-2.806
GRMZM2G323013,-2.807
GRMZM2G361611,-2.808
GRMZM2G004516,-2.808
GRMZM2G109326,-2.810
GRMZM2G140355,-2.811
GRMZM2G086604,-2.812
GRMZM2G079957,-2.812
GRMZM2G433025,-2.814
AC210046.4_FG002,-2.816
GRMZM2G144705,-2.817
GRMZM2G137161,-2.818
GRMZM2G104484,-2.818
GRMZM2G072855,-2.819
GRMZM2G085049,-2.820
GRMZM2G038291,-2.820
GRMZM2G021834,-2.821
GRMZM2G142345,-2.823
GRMZM2G481362,-2.823
GRMZM2G152089,-2.824
GRMZM2G096962,-2.825
GRMZM5G863645,-2.828
GRMZM2G061202,-2.828
GRMZM2G005260,-2.830
GRMZM2G068436,-2.834
GRMZM2G179677,-2.834
GRMZM2G006565,-2.837
GRMZM2G359298,-2.838
GRMZM2G040115,-2.838
GRMZM2G032276,-2.838
GRMZM2G332838,-2.839
GRMZM2G342856,-2.841
GRMZM2G144196,-2.844
GRMZM2G108861,-2.845
GRMZM2G113418,-2.853
GRMZM2G125487,-2.854
GRMZM5G827174,-2.855
GRMZM2G087435,-2.856
GRMZM2G170625,-2.857
GRMZM2G343365,-2.857
GRMZM2G153745,-2.857
GRMZM2G086876,-2.860
GRMZM2G385622,-2.860
GRMZM2G383338,-2.860
GRMZM2G098517,-2.861
GRMZM2G458118,-2.862
GRMZM2G111017,-2.865
GRMZM2G412441,-2.866
GRMZM2G463280,-2.867
GRMZM2G378442,-2.869
GRMZM2G098279,-2.872
AC149829.2_FG004,-2.872
GRMZM2G140996,-2.874
GRMZM2G168002,-2.875
AC217975.3_FG001,-2.877
GRMZM2G007249,-2.878
GRMZM2G022686,-2.878
GRMZM2G047457,-2.879
GRMZM6G617209,-2.880
GRMZM2G004715,-2.882
GRMZM2G018876,-2.882
GRMZM2G381071,-2.883
GRMZM2G082007,-2.884
GRMZM2G057075,-2.885
GRMZM2G056697,-2.885
GRMZM2G425729,-2.885
GRMZM2G147787,-2.886
GRMZM2G169994,-2.887
GRMZM2G099626,-2.887
GRMZM2G117608,-2.891
GRMZM2G173718,-2.893
GRMZM2G380457,-2.894
GRMZM2G176585,-2.894
GRMZM2G095579,-2.894
GRMZM2G084583,-2.896
GRMZM2G143389,-2.897
GRMZM2G423917,-2.898
GRMZM2G053726,-2.900
GRMZM2G012566,-2.902
GRMZM2G135674,-2.903
GRMZM2G373396,-2.907
GRMZM2G162222,-2.907
GRMZM2G344205,-2.907
GRMZM2G331253,-2.909
GRMZM2G053869,-2.910
GRMZM2G004330,-2.911
GRMZM2G090609,-2.912
GRMZM2G066618,-2.916
GRMZM2G056772,-2.916
GRMZM2G004957,-2.916
GRMZM2G085885,-2.917
GRMZM2G051689,-2.918
GRMZM2G302778,-2.918
GRMZM2G024391,-2.922
GRMZM2G056903,-2.924
GRMZM2G080567,-2.926
GRMZM2G169321,-2.927
GRMZM2G105297,-2.929
GRMZM2G359521,-2.931
GRMZM2G414727,-2.931
GRMZM5G839518,-2.934
GRMZM2G504401,-2.935
GRMZM5G879527,-2.935
GRMZM2G138190,-2.935
GRMZM2G307600,-2.937
GRMZM2G070011,-2.937
GRMZM2G036505,-2.937
GRMZM2G131243,-2.942
GRMZM2G059110,-2.942
GRMZM2G040481,-2.944
GRMZM2G131912,-2.945
GRMZM2G039365,-2.946
AC233935.1_FG005,-2.946
GRMZM2G088847,-2.947
GRMZM2G032648,-2.951
GRMZM2G150915,-2.953
GRMZM2G101390,-2.954
AC188023.3_FG005,-2.955
GRMZM2G074097,-2.958
GRMZM2G378217,-2.960
GRMZM2G071217,-2.962
GRMZM2G147503,-2.962
GRMZM2G091822,-2.963
GRMZM2G344634,-2.963
GRMZM2G168143,-2.964
GRMZM2G329750,-2.966
GRMZM2G330453,-2.967
GRMZM2G124307,-2.967
GRMZM5G854880,-2.970
GRMZM2G155546,-2.972
GRMZM2G118441,-2.972
GRMZM5G803981,-2.972
GRMZM2G085411,-2.976
GRMZM2G021687,-2.976
GRMZM2G041714,-2.979
GRMZM2G482046,-2.980
GRMZM2G456960,-2.982
AC211652.4_FG001,-2.982
GRMZM2G037386,-2.983
GRMZM2G395114,-2.984
GRMZM2G092823,-2.984
GRMZM2G104041,-2.985
GRMZM2G064875,-2.986
GRMZM2G478568,-2.990
GRMZM2G030762,-2.990
GRMZM2G055717,-2.992
GRMZM2G074718,-2.993
GRMZM2G132489,-2.994
AC206999.1_FG002,-3.000
GRMZM2G095333,-3.003
GRMZM2G003493,-3.004
GRMZM2G147279,-3.006
GRMZM2G139765,-3.007
GRMZM2G147243,-3.007
GRMZM2G101142,-3.008
GRMZM2G101130,-3.008
GRMZM5G803334,-3.011
GRMZM2G111954,-3.011
GRMZM2G079342,-3.011
GRMZM2G035213,-3.013
AC205008.4_FG002,-3.014
GRMZM2G052509,-3.016
GRMZM2G122277,-3.017
GRMZM2G179432,-3.017
GRMZM2G096683,-3.017
GRMZM2G479546,-3.017
GRMZM2G450044,-3.018
GRMZM2G131928,-3.018
GRMZM2G368861,-3.020
GRMZM2G376416,-3.020
GRMZM2G018027,-3.020
GRMZM5G849889,-3.020
GRMZM2G118992,-3.025
GRMZM2G436710,-3.025
GRMZM2G027478,-3.026
GRMZM2G400390,-3.027
GRMZM2G119471,-3.030
GRMZM2G153206,-3.031
GRMZM2G055154,-3.034
GRMZM2G077333,-3.036
GRMZM2G017110,-3.037
GRMZM2G463913,-3.037
GRMZM2G451308,-3.041
GRMZM2G154449,-3.044
GRMZM2G140328,-3.044
GRMZM2G029713,-3.045
GRMZM2G355773,-3.047
GRMZM2G010034,-3.049
GRMZM6G953609,-3.049
GRMZM2G024448,-3.049
GRMZM5G818186,-3.051
GRMZM2G169372,-3.052
GRMZM5G803365,-3.053
GRMZM2G129291,-3.057
GRMZM2G174427,-3.059
GRMZM2G181484,-3.059
GRMZM2G079759,-3.059
GRMZM2G060410,-3.059
GRMZM2G455869,-3.059
GRMZM2G384528,-3.061
GRMZM2G079484,-3.063
GRMZM2G167794,-3.066
GRMZM2G430807,-3.068
GRMZM2G000423,-3.070
GRMZM2G088356,-3.070
GRMZM2G174739,-3.073
GRMZM2G345493,-3.073
GRMZM2G058081,-3.073
GRMZM2G459391,-3.073
GRMZM2G094353,-3.074
GRMZM2G050697,-3.074
GRMZM2G171395,-3.075
GRMZM2G112057,-3.076
GRMZM2G387603,-3.077
GRMZM2G037644,-3.079
GRMZM2G145527,-3.081
GRMZM2G097854,-3.081
GRMZM2G174855,-3.082
GRMZM2G043415,-3.083
GRMZM2G168980,-3.084
GRMZM2G348125,-3.084
GRMZM2G153103,-3.084
GRMZM2G021879,-3.085
GRMZM2G015285,-3.085
GRMZM2G132678,-3.089
GRMZM2G012062,-3.090
GRMZM2G038284,-3.091
GRMZM2G067000,-3.092
GRMZM2G047298,-3.094
GRMZM2G134073,-3.095
GRMZM2G137046,-3.097
GRMZM2G012865,-3.097
GRMZM2G040878,-3.100
GRMZM2G072518,-3.101
GRMZM2G099023,-3.101
GRMZM2G349745,-3.103
GRMZM2G412440,-3.103
GRMZM2G304108,-3.103
GRMZM2G022181,-3.104
GRMZM2G051952,-3.105
GRMZM2G008789,-3.106
GRMZM2G043584,-3.106
EF517601.1_FG025,-3.107
GRMZM2G149273,-3.108
GRMZM2G324643,-3.108
GRMZM2G081794,-3.110
GRMZM2G011590,-3.110
GRMZM2G133057,-3.111
GRMZM2G436328,-3.111
GRMZM2G075775,-3.111
GRMZM2G017355,-3.112
GRMZM5G876022,-3.112
GRMZM2G069203,-3.113
GRMZM2G060344,-3.114
GRMZM2G148074,-3.114
GRMZM2G069569,-3.116
GRMZM2G162527,-3.117
GRMZM2G402675,-3.117
GRMZM2G159581,-3.118
GRMZM2G044174,-3.120
GRMZM2G166297,-3.121
GRMZM2G324478,-3.122
GRMZM2G021339,-3.126
GRMZM2G071907,-3.126
GRMZM2G005909,-3.128
GRMZM2G475743,-3.129
GRMZM2G118646,-3.129
GRMZM2G416701,-3.130
GRMZM2G051697,-3.132
GRMZM2G113761,-3.134
GRMZM2G315506,-3.135
GRMZM2G409133,-3.136
GRMZM2G105283,-3.141
GRMZM2G020148,-3.141
GRMZM2G039586,-3.144
GRMZM5G835677,-3.145
GRMZM2G317450,-3.145
GRMZM2G442546,-3.145
GRMZM2G056961,-3.146
GRMZM2G057159,-3.147
GRMZM2G060481,-3.148
GRMZM2G025164,-3.151
GRMZM5G821709,-3.154
GRMZM2G420743,-3.156
GRMZM5G854138,-3.159
GRMZM2G019695,-3.160
GRMZM2G020156,-3.166
GRMZM2G339736,-3.169
GRMZM2G166899,-3.170
GRMZM2G140782,-3.170
GRMZM2G152354,-3.171
GRMZM2G148090,-3.171
GRMZM2G174807,-3.171
AC207656.3_FG002,-3.174
GRMZM2G146192,-3.175
GRMZM2G416156,-3.176
GRMZM2G023291,-3.179
GRMZM2G103251,-3.179
GRMZM5G851051,-3.179
GRMZM2G009144,-3.182
GRMZM2G015080,-3.182
GRMZM2G107388,-3.183
GRMZM2G449033,-3.185
GRMZM2G363429,-3.185
GRMZM2G039810,-3.185
GRMZM2G396482,-3.186
GRMZM5G828487,-3.188
GRMZM2G156606,-3.188
GRMZM2G067908,-3.189
GRMZM2G134703,-3.191
GRMZM2G089136,-3.194
GRMZM2G448001,-3.194
GRMZM2G346861,-3.194
GRMZM2G450822,-3.195
GRMZM2G061798,-3.195
GRMZM2G110878,-3.195
GRMZM2G000489,-3.196
GRMZM2G075074,-3.196
GRMZM2G035790,-3.197
GRMZM2G389582,-3.198
GRMZM2G337330,-3.201
GRMZM2G099097,-3.203
GRMZM2G326270,-3.204
GRMZM2G065557,-3.204
GRMZM2G050481,-3.205
GRMZM2G111637,-3.206
GRMZM2G055704,-3.207
GRMZM2G009901,-3.212
GRMZM5G865298,-3.213
GRMZM2G129018,-3.214
GRMZM2G053720,-3.216
GRMZM2G043154,-3.217
GRMZM5G829103,-3.219
GRMZM2G033228,-3.220
GRMZM2G027385,-3.220
GRMZM2G418415,-3.221
GRMZM2G431030,-3.222
GRMZM2G095898,-3.222
GRMZM2G086835,-3.222
GRMZM2G090865,-3.223
GRMZM2G167892,-3.224
GRMZM2G050108,-3.224
GRMZM2G396114,-3.225
GRMZM2G010929,-3.226
GRMZM5G877647,-3.231
GRMZM2G150859,-3.233
GRMZM2G150906,-3.234
GRMZM2G105140,-3.235
GRMZM2G047954,-3.237
GRMZM2G037189,-3.245
GRMZM2G064590,-3.247
GRMZM2G398055,-3.247
GRMZM2G096412,-3.247
GRMZM2G039246,-3.249
GRMZM2G080034,-3.249
GRMZM2G065040,-3.249
GRMZM2G038003,-3.251
GRMZM5G838196,-3.252
GRMZM2G046911,-3.252
GRMZM2G076631,-3.259
GRMZM2G352601,-3.259
GRMZM2G067122,-3.261
GRMZM2G177412,-3.262
GRMZM5G852396,-3.263
GRMZM2G042893,-3.264
GRMZM2G446170,-3.268
GRMZM2G131228,-3.268
GRMZM2G019876,-3.272
GRMZM2G371176,-3.272
GRMZM2G070912,-3.274
GRMZM2G113888,-3.274
GRMZM2G032348,-3.275
GRMZM2G114588,-3.276
GRMZM2G064663,-3.278
GRMZM2G146015,-3.278
GRMZM2G158140,-3.278
GRMZM5G892627,-3.278
GRMZM2G055973,-3.280
GRMZM2G043277,-3.282
GRMZM2G034843,-3.283
GRMZM2G154752,-3.283
GRMZM2G037327,-3.284
GRMZM2G128421,-3.285
GRMZM2G027098,-3.286
GRMZM2G472643,-3.289
GRMZM2G128358,-3.289
AC235543.1_FG003,-3.289
GRMZM2G309063,-3.293
GRMZM2G110862,-3.295
GRMZM2G313529,-3.297
GRMZM2G105901,-3.298
GRMZM2G005562,-3.298
GRMZM2G037015,-3.299
GRMZM2G170388,-3.299
GRMZM2G094532,-3.299
GRMZM2G039173,-3.301
GRMZM2G156754,-3.301
GRMZM2G039841,-3.302
GRMZM2G365134,-3.303
GRMZM2G105364,-3.304
GRMZM2G519811,-3.305
GRMZM2G008892,-3.306
GRMZM2G132442,-3.306
GRMZM2G018484,-3.307
GRMZM2G042516,-3.307
GRMZM2G081268,-3.311
GRMZM2G441144,-3.315
GRMZM2G013617,-3.315
GRMZM2G119906,-3.316
GRMZM2G109527,-3.316
GRMZM2G166218,-3.318
GRMZM2G031637,-3.320
GRMZM2G114503,-3.321
GRMZM2G080530,-3.324
GRMZM2G465208,-3.325
GRMZM2G308956,-3.325
GRMZM2G408038,-3.327
GRMZM2G110657,-3.328
GRMZM2G043182,-3.332
GRMZM2G427557,-3.334
GRMZM2G132748,-3.334
GRMZM2G071307,-3.337
GRMZM2G094543,-3.338
GRMZM2G085845,-3.340
GRMZM2G070115,-3.345
GRMZM2G363545,-3.345
GRMZM2G414315,-3.346
GRMZM2G390641,-3.347
GRMZM2G166572,-3.348
GRMZM2G418689,-3.351
GRMZM2G005710,-3.351
GRMZM2G022266,-3.352
GRMZM2G146004,-3.352
GRMZM5G886177,-3.355
GRMZM2G042084,-3.357
GRMZM2G083504,-3.360
GRMZM2G097283,-3.366
GRMZM2G339699,-3.368
GRMZM2G152059,-3.370
GRMZM5G846152,-3.373
GRMZM2G481291,-3.373
GRMZM2G104783,-3.375
GRMZM2G414252,-3.379
GRMZM2G076989,-3.382
GRMZM2G060057,-3.383
GRMZM2G017388,-3.384
GRMZM2G016088,-3.387
GRMZM2G052586,-3.392
GRMZM2G337548,-3.393
GRMZM2G137891,-3.394
GRMZM2G074631,-3.394
GRMZM2G148884,-3.396
GRMZM2G401331,-3.399
GRMZM2G070475,-3.401
GRMZM2G419328,-3.401
GRMZM2G081803,-3.402
GRMZM2G119511,-3.405
AC183319.3_FG001,-3.406
GRMZM2G129209,-3.406
GRMZM2G122187,-3.406
GRMZM2G090419,-3.407
GRMZM2G039828,-3.408
GRMZM2G162369,-3.409
GRMZM2G145850,-3.415
GRMZM2G012119,-3.419
GRMZM2G019807,-3.421
GRMZM2G180272,-3.423
GRMZM2G125522,-3.428
GRMZM2G056093,-3.428
GRMZM2G068316,-3.432
GRMZM2G105362,-3.434
AC206951.3_FG017,-3.434
GRMZM2G068294,-3.436
GRMZM2G328094,-3.437
GRMZM2G100976,-3.437
GRMZM2G102838,-3.439
GRMZM2G072280,-3.439
GRMZM2G111300,-3.440
GRMZM2G137341,-3.440
GRMZM2G081826,-3.441
GRMZM2G110504,-3.443
GRMZM2G179120,-3.443
GRMZM2G120151,-3.447
GRMZM2G172834,-3.447
GRMZM2G059502,-3.449
GRMZM2G157113,-3.449
GRMZM2G087590,-3.450
GRMZM2G022213,-3.454
GRMZM2G128935,-3.454
GRMZM2G101664,-3.454
GRMZM2G461666,-3.454
GRMZM2G429254,-3.456
GRMZM2G014356,-3.458
GRMZM2G060866,-3.460
GRMZM2G028216,-3.461
GRMZM2G134260,-3.462
GRMZM2G056400,-3.464
GRMZM2G004183,-3.465
GRMZM2G327595,-3.472
GRMZM5G885766,-3.483
GRMZM2G101617,-3.485
GRMZM2G012276,-3.485
GRMZM2G050216,-3.486
GRMZM2G170044,-3.486
GRMZM2G443888,-3.487
GRMZM2G133720,-3.488
GRMZM2G450125,-3.489
GRMZM2G111922,-3.491
GRMZM2G361902,-3.493
GRMZM2G050076,-3.495
GRMZM2G056815,-3.497
GRMZM2G568636,-3.499
GRMZM2G145496,-3.499
GRMZM2G081462,-3.502
GRMZM2G068672,-3.503
GRMZM2G092581,-3.503
GRMZM2G148800,-3.505
GRMZM2G133844,-3.506
GRMZM2G313756,-3.506
GRMZM2G035073,-3.506
GRMZM2G402092,-3.507
GRMZM2G031447,-3.507
GRMZM2G025182,-3.508
GRMZM2G345776,-3.508
GRMZM2G092363,-3.508
GRMZM2G100543,-3.512
GRMZM2G164974,-3.513
GRMZM2G089119,-3.513
GRMZM2G148908,-3.515
GRMZM2G028640,-3.520
GRMZM2G029407,-3.521
GRMZM2G115480,-3.521
GRMZM2G106408,-3.523
GRMZM2G163407,-3.526
GRMZM2G126765,-3.527
GRMZM2G138750,-3.527
GRMZM2G440259,-3.527
GRMZM2G076370,-3.527
GRMZM2G122853,-3.529
GRMZM2G104269,-3.530
GRMZM2G111164,-3.532
GRMZM2G135877,-3.533
GRMZM2G312910,-3.535
GRMZM2G134182,-3.537
GRMZM5G845611,-3.537
GRMZM2G063220,-3.538
GRMZM2G108766,-3.538
AC204292.4_FG003,-3.539
GRMZM2G362312,-3.539
GRMZM2G112337,-3.539
GRMZM2G110908,-3.544
GRMZM2G056629,-3.547
GRMZM2G095598,-3.554
GRMZM2G037131,-3.555
GRMZM2G050286,-3.558
GRMZM2G069827,-3.558
GRMZM2G061751,-3.562
GRMZM2G152419,-3.563
GRMZM2G176568,-3.563
GRMZM2G052796,-3.565
GRMZM2G140078,-3.565
GRMZM2G538535,-3.567
GRMZM2G146878,-3.568
GRMZM2G075502,-3.570
GRMZM2G047187,-3.571
GRMZM2G157760,-3.572
GRMZM2G001696,-3.572
GRMZM2G063276,-3.574
GRMZM2G130379,-3.574
GRMZM2G339728,-3.575
GRMZM2G162529,-3.576
GRMZM2G067235,-3.576
GRMZM2G127031,-3.577
GRMZM2G125314,-3.578
GRMZM2G361688,-3.578
GRMZM2G090568,-3.580
GRMZM2G032219,-3.586
GRMZM2G038833,-3.586
GRMZM2G005939,-3.586
GRMZM2G076771,-3.586
GRMZM2G156227,-3.588
GRMZM2G368610,-3.589
GRMZM2G007151,-3.592
GRMZM2G137868,-3.593
GRMZM2G111501,-3.593
GRMZM2G062531,-3.597
GRMZM2G394941,-3.601
GRMZM2G134351,-3.601
GRMZM2G414317,-3.602
AC212351.4_FG001,-3.603
GRMZM2G045664,-3.605
GRMZM2G317451,-3.606
GRMZM2G162200,-3.610
GRMZM5G834260,-3.610
AC194005.3_FG004,-3.612
GRMZM2G158831,-3.612
GRMZM2G050364,-3.613
GRMZM2G305856,-3.613
GRMZM2G111666,-3.617
GRMZM5G832939,-3.620
GRMZM2G436533,-3.621
GRMZM2G477846,-3.621
GRMZM2G091643,-3.624
GRMZM2G079381,-3.626
GRMZM2G300135,-3.632
GRMZM2G424577,-3.634
GRMZM2G005146,-3.635
GRMZM2G070315,-3.635
GRMZM2G348452,-3.635
GRMZM5G864903,-3.637
GRMZM2G110277,-3.640
GRMZM2G145690,-3.643
GRMZM2G082376,-3.643
GRMZM2G371063,-3.644
GRMZM2G011071,-3.645
GRMZM2G124644,-3.645
GRMZM2G004466,-3.648
GRMZM2G032253,-3.648
GRMZM2G168807,-3.649
GRMZM2G082032,-3.652
GRMZM2G109165,-3.652
GRMZM2G008507,-3.652
GRMZM2G038783,-3.654
GRMZM2G389944,-3.655
GRMZM2G349709,-3.655
GRMZM2G144648,-3.656
GRMZM2G412601,-3.658
GRMZM2G106190,-3.661
GRMZM2G042492,-3.668
GRMZM2G167336,-3.668
GRMZM2G426158,-3.669
GRMZM2G031580,-3.669
GRMZM2G098986,-3.669
GRMZM2G148790,-3.673
GRMZM2G034243,-3.676
GRMZM2G004511,-3.677
GRMZM2G157007,-3.677
GRMZM2G084570,-3.679
GRMZM2G147942,-3.679
GRMZM2G047262,-3.680
GRMZM5G836250,-3.681
GRMZM2G014914,-3.684
AF546187.1_FG011,-3.690
GRMZM2G069126,-3.696
GRMZM2G106588,-3.696
GRMZM2G131554,-3.696
GRMZM2G409976,-3.699
GRMZM2G054591,-3.700
GRMZM2G363319,-3.701
GRMZM2G374812,-3.704
GRMZM2G445905,-3.706
GRMZM2G062470,-3.706
GRMZM2G028325,-3.709
GRMZM2G380015,-3.716
GRMZM2G393671,-3.717
GRMZM2G026927,-3.721
GRMZM2G421415,-3.721
GRMZM2G079559,-3.722
GRMZM2G351259,-3.722
GRMZM2G074267,-3.725
GRMZM2G153675,-3.728
GRMZM2G085924,-3.728
GRMZM2G068963,-3.732
GRMZM2G438524,-3.732
GRMZM2G137329,-3.733
AC212859.3_FG008,-3.733
GRMZM2G122437,-3.735
GRMZM2G093195,-3.741
GRMZM2G331770,-3.741
GRMZM2G429940,-3.743
GRMZM2G149317,-3.743
GRMZM2G472266,-3.743
GRMZM2G424147,-3.745
GRMZM2G018441,-3.746
GRMZM2G013970,-3.749
GRMZM2G159399,-3.750
GRMZM2G480106,-3.753
GRMZM2G084327,-3.754
GRMZM2G161641,-3.756
GRMZM2G117558,-3.756
GRMZM2G300133,-3.756
GRMZM2G177895,-3.757
GRMZM2G069146,-3.758
GRMZM2G031904,-3.761
GRMZM2G480850,-3.761
GRMZM2G174799,-3.763
GRMZM2G148831,-3.766
GRMZM2G021106,-3.766
GRMZM2G023946,-3.767
GRMZM2G106164,-3.771
GRMZM2G093210,-3.771
GRMZM2G139250,-3.772
GRMZM2G041549,-3.775
GRMZM5G810727,-3.776
GRMZM2G364748,-3.777
GRMZM2G112244,-3.778
GRMZM2G013200,-3.780
GRMZM2G400602,-3.782
GRMZM2G142097,-3.786
GRMZM2G129304,-3.786
GRMZM2G144224,-3.788
GRMZM6G435553,-3.790
GRMZM2G097827,-3.790
GRMZM2G076844,-3.796
GRMZM2G052344,-3.798
GRMZM2G077181,-3.799
GRMZM2G113287,-3.799
GRMZM2G171569,-3.800
GRMZM2G071166,-3.804
GRMZM2G026868,-3.807
GRMZM2G019363,-3.811
GRMZM2G080503,-3.812
GRMZM2G171994,-3.813
GRMZM5G866024,-3.816
GRMZM2G162276,-3.820
GRMZM2G025855,-3.821
GRMZM2G056116,-3.823
GRMZM2G026024,-3.824
GRMZM2G439668,-3.825
GRMZM2G318408,-3.826
GRMZM2G300408,-3.831
GRMZM2G107901,-3.832
GRMZM2G058595,-3.833
GRMZM2G427729,-3.834
GRMZM2G160463,-3.835
GRMZM2G009232,-3.835
GRMZM2G146163,-3.839
GRMZM2G017429,-3.839
GRMZM2G047368,-3.839
GRMZM2G017186,-3.840
GRMZM5G876898,-3.842
GRMZM2G117956,-3.843
GRMZM2G447976,-3.844
GRMZM2G316758,-3.849
GRMZM2G084947,-3.853
GRMZM2G381576,-3.856
GRMZM2G099285,-3.857
GRMZM5G815808,-3.858
GRMZM2G150791,-3.860
GRMZM2G308595,-3.864
GRMZM2G151245,-3.864
GRMZM2G122340,-3.867
GRMZM2G156296,-3.870
GRMZM2G098520,-3.871
GRMZM2G016066,-3.873
GRMZM2G069911,-3.873
GRMZM5G811593,-3.877
GRMZM5G850015,-3.879
GRMZM2G130358,-3.880
GRMZM2G087103,-3.885
GRMZM2G030606,-3.886
GRMZM2G148099,-3.888
GRMZM2G103101,-3.892
GRMZM2G360519,-3.899
GRMZM2G076683,-3.902
GRMZM2G318662,-3.903
GRMZM2G060265,-3.904
GRMZM2G371793,-3.906
GRMZM2G004523,-3.906
GRMZM2G150260,-3.910
GRMZM2G065230,-3.910
GRMZM2G366622,-3.910
GRMZM2G301934,-3.911
GRMZM2G102802,-3.912
GRMZM2G168590,-3.913
GRMZM2G435627,-3.915
GRMZM2G108103,-3.916
GRMZM2G463471,-3.917
GRMZM2G138258,-3.917
GRMZM2G113002,-3.918
GRMZM2G012340,-3.918
GRMZM2G026523,-3.919
GRMZM2G038152,-3.920
GRMZM2G149756,-3.921
GRMZM2G172723,-3.924
GRMZM2G113159,-3.927
GRMZM2G099642,-3.928
GRMZM2G090177,-3.930
GRMZM2G055150,-3.935
GRMZM2G129879,-3.937
GRMZM2G324248,-3.938
GRMZM2G133018,-3.938
GRMZM2G004128,-3.939
GRMZM2G049661,-3.942
GRMZM2G058250,-3.942
GRMZM2G080355,-3.943
GRMZM2G044104,-3.943
AC217300.3_FG005,-3.944
GRMZM5G846343,-3.947
GRMZM2G136859,-3.947
AC203535.4_FG002,-3.953
GRMZM2G153184,-3.958
GRMZM2G099984,-3.962
GRMZM2G078024,-3.964
GRMZM2G048085,-3.966
GRMZM5G888196,-3.968
GRMZM2G095811,-3.968
GRMZM2G168693,-3.973
GRMZM2G472671,-3.978
GRMZM2G096663,-3.979
GRMZM2G047720,-3.980
GRMZM2G143469,-3.981
GRMZM2G136081,-3.983
GRMZM2G434935,-3.985
GRMZM5G814089,-3.985
AC210003.2_FG015,-3.985
GRMZM2G038365,-3.986
GRMZM2G088669,-3.988
GRMZM2G139372,-3.993
GRMZM2G046284,-3.994
GRMZM2G003762,-4.002
GRMZM2G062885,-4.016
GRMZM2G344848,-4.022
GRMZM2G055809,-4.024
GRMZM2G016622,-4.025
GRMZM2G336839,-4.025
GRMZM2G447785,-4.026
GRMZM2G176235,-4.026
GRMZM2G171223,-4.026
GRMZM2G077127,-4.027
AC149810.2_FG004,-4.028
GRMZM2G075563,-4.030
GRMZM2G109431,-4.034
GRMZM2G110558,-4.034
GRMZM2G162282,-4.039
GRMZM2G120987,-4.039
GRMZM2G136306,-4.039
GRMZM2G114184,-4.048
GRMZM2G083841,-4.048
GRMZM2G025954,-4.049
GRMZM2G066636,-4.051
GRMZM2G167549,-4.052
GRMZM2G006287,-4.052
GRMZM2G164965,-4.054
GRMZM2G048584,-4.055
GRMZM2G047384,-4.055
GRMZM2G131575,-4.058
GRMZM2G457929,-4.062
GRMZM2G003090,-4.066
GRMZM2G036921,-4.069
GRMZM2G001421,-4.070
GRMZM2G176209,-4.070
GRMZM2G408963,-4.077
GRMZM2G106462,-4.078
GRMZM2G348512,-4.078
GRMZM2G389285,-4.078
GRMZM2G012391,-4.080
GRMZM2G479112,-4.083
GRMZM2G476538,-4.092
GRMZM2G101818,-4.094
GRMZM2G113241,-4.096
GRMZM2G066369,-4.099
GRMZM2G700188,-4.101
GRMZM2G444073,-4.105
GRMZM2G128072,-4.106
GRMZM2G063756,-4.108
GRMZM2G135029,-4.112
GRMZM2G465806,-4.112
GRMZM2G126580,-4.119
GRMZM2G157953,-4.119
GRMZM2G701063,-4.119
GRMZM2G041462,-4.121
GRMZM2G411084,-4.123
GRMZM2G139522,-4.124
GRMZM2G313101,-4.127
GRMZM2G066358,-4.128
GRMZM2G401026,-4.130
GRMZM5G823826,-4.130
GRMZM2G169363,-4.131
GRMZM2G475683,-4.132
GRMZM2G316148,-4.132
GRMZM2G113033,-4.136
GRMZM2G154078,-4.138
GRMZM2G103873,-4.140
GRMZM2G131165,-4.149
GRMZM2G141289,-4.150
GRMZM2G316749,-4.151
GRMZM2G043295,-4.153
GRMZM2G007140,-4.154
GRMZM2G081180,-4.154
GRMZM2G170646,-4.159
GRMZM2G074306,-4.159
GRMZM5G889705,-4.163
GRMZM2G038519,-4.168
GRMZM2G362848,-4.170
GRMZM2G145962,-4.175
GRMZM2G149201,-4.175
GRMZM2G348863,-4.181
GRMZM2G107226,-4.186
GRMZM5G838147,-4.193
GRMZM2G119214,-4.193
GRMZM2G113205,-4.195
GRMZM2G177349,-4.198
GRMZM2G413647,-4.202
GRMZM2G020898,-4.202
GRMZM2G059083,-4.210
GRMZM2G173654,-4.214
GRMZM2G162233,-4.216
GRMZM2G306732,-4.223
GRMZM2G092813,-4.228
