genes,SLB
GRMZM2G061732,4.056
GRMZM2G099297,4.054
GRMZM5G801651,4.054
GRMZM2G328500,4.052
GRMZM2G045976,4.049
GRMZM2G065893,4.047
GRMZM2G164325,4.046
GRMZM2G084463,4.043
GRMZM2G021896,4.042
GRMZM2G389937,4.042
GRMZM2G396640,4.041
GRMZM2G053004,4.040
GRMZM2G127297,4.039
GRMZM2G087712,4.037
GRMZM2G376542,4.037
GRMZM2G088761,4.037
GRMZM2G138355,4.035
GRMZM2G124886,4.030
GRMZM2G114093,4.029
GRMZM2G120876,4.029
GRMZM2G376661,4.028
GRMZM2G108714,4.028
GRMZM2G389173,4.027
GRMZM2G102862,4.025
AC234156.1_FG005,4.024
GRMZM2G308351,4.021
AC199363.4_FG003,4.016
GRMZM2G481531,4.016
GRMZM2G095810,4.016
GRMZM2G442658,4.015
GRMZM5G891159,4.015
GRMZM2G401436,4.012
GRMZM2G091481,4.011
GRMZM2G048522,4.006
GRMZM2G065480,4.005
GRMZM5G887243,4.005
GRMZM2G357734,4.004
GRMZM2G128268,4.003
GRMZM2G042789,4.002
GRMZM2G094602,3.999
GRMZM2G003563,3.999
GRMZM2G004160,3.996
GRMZM5G871471,3.995
GRMZM2G119864,3.990
GRMZM2G096343,3.988
GRMZM2G410916,3.986
AC204515.4_FG006,3.985
GRMZM2G002173,3.985
GRMZM5G842886,3.983
GRMZM2G015753,3.982
GRMZM2G021605,3.981
GRMZM2G370044,3.981
GRMZM2G407189,3.976
GRMZM2G300141,3.973
GRMZM2G092284,3.971
GRMZM2G002416,3.968
GRMZM2G056329,3.966
GRMZM2G086628,3.964
GRMZM2G440972,3.964
GRMZM2G010861,3.959
GRMZM2G121776,3.955
GRMZM2G113439,3.954
GRMZM2G150468,3.953
GRMZM2G324903,3.952
GRMZM2G060276,3.950
GRMZM2G413544,3.948
GRMZM2G020631,3.947
GRMZM2G545336,3.945
GRMZM2G313460,3.943
GRMZM5G849099,3.943
GRMZM2G090043,3.941
GRMZM2G408598,3.940
GRMZM2G300945,3.939
GRMZM2G087619,3.939
GRMZM2G119725,3.938
GRMZM2G457415,3.938
GRMZM2G019185,3.937
GRMZM2G084767,3.937
GRMZM2G130043,3.934
GRMZM2G027198,3.933
GRMZM2G318033,3.930
GRMZM2G145827,3.929
GRMZM2G354909,3.929
GRMZM2G108384,3.925
GRMZM2G103864,3.924
GRMZM2G168510,3.924
GRMZM5G825193,3.923
GRMZM2G135862,3.921
GRMZM2G158008,3.917
GRMZM2G022904,3.916
GRMZM2G174511,3.915
GRMZM2G065157,3.913
GRMZM2G011456,3.913
GRMZM2G036288,3.913
GRMZM2G401267,3.912
GRMZM2G071163,3.910
GRMZM2G093173,3.908
GRMZM2G304573,3.907
GRMZM2G086845,3.906
GRMZM2G178533,3.905
GRMZM2G156238,3.901
AC207533.2_FG002,3.900
GRMZM2G131442,3.899
GRMZM2G117250,3.895
GRMZM2G036019,3.894
GRMZM2G151169,3.893
AC233878.1_FG004,3.893
GRMZM2G127632,3.892
GRMZM2G100102,3.891
GRMZM2G097977,3.888
GRMZM2G365185,3.887
GRMZM2G314110,3.886
GRMZM2G138131,3.886
GRMZM2G008714,3.885
GRMZM2G404207,3.884
GRMZM2G038309,3.883
GRMZM2G116087,3.883
GRMZM2G010202,3.879
GRMZM2G169562,3.875
GRMZM2G127141,3.868
GRMZM2G363813,3.868
GRMZM2G139175,3.868
AC215690.3_FG002,3.867
GRMZM2G335287,3.866
GRMZM2G009591,3.864
GRMZM2G007546,3.864
GRMZM5G832908,3.863
GRMZM2G323679,3.862
GRMZM2G153208,3.861
GRMZM2G042607,3.860
GRMZM2G090414,3.858
GRMZM2G015143,3.857
GRMZM2G055982,3.855
GRMZM2G004795,3.852
AC191009.3_FG004,3.852
GRMZM2G043300,3.848
GRMZM2G133050,3.848
GRMZM2G449681,3.848
GRMZM2G082836,3.847
GRMZM2G347027,3.846
GRMZM2G021704,3.846
GRMZM2G348729,3.845
GRMZM2G160702,3.844
GRMZM5G866758,3.843
GRMZM2G381378,3.842
GRMZM2G156121,3.840
GRMZM2G116271,3.839
GRMZM2G053803,3.837
GRMZM2G083797,3.837
GRMZM2G150256,3.837
GRMZM2G147268,3.835
GRMZM2G090738,3.835
GRMZM2G054070,3.834
GRMZM2G180720,3.832
GRMZM2G005955,3.829
GRMZM2G063880,3.829
GRMZM2G058128,3.828
GRMZM2G172330,3.826
GRMZM2G099491,3.826
GRMZM2G009837,3.821
AC217401.3_FG003,3.821
GRMZM2G159811,3.817
GRMZM2G326222,3.813
GRMZM2G165357,3.813
GRMZM2G015804,3.810
GRMZM2G079263,3.809
GRMZM2G119714,3.809
GRMZM2G160585,3.808
GRMZM2G329069,3.808
GRMZM2G349839,3.805
GRMZM2G119773,3.805
GRMZM2G427815,3.803
GRMZM2G379780,3.803
GRMZM2G063511,3.802
GRMZM2G087662,3.800
GRMZM2G163141,3.800
GRMZM2G114706,3.799
GRMZM2G159388,3.793
GRMZM2G103805,3.792
GRMZM2G365374,3.791
GRMZM2G439903,3.791
GRMZM5G869635,3.789
GRMZM2G126019,3.789
GRMZM2G387381,3.788
GRMZM2G106265,3.788
GRMZM2G128651,3.788
GRMZM2G131334,3.787
GRMZM2G431243,3.779
GRMZM2G411333,3.777
GRMZM2G009627,3.777
GRMZM2G164612,3.777
GRMZM2G135337,3.776
GRMZM2G164743,3.774
GRMZM2G136300,3.768
GRMZM2G434173,3.768
GRMZM2G083058,3.767
GRMZM2G308064,3.767
GRMZM2G309025,3.764
GRMZM2G024476,3.764
GRMZM2G055899,3.764
GRMZM2G149923,3.763
AC235011.1_FG012,3.761
GRMZM2G384884,3.758
GRMZM2G121573,3.755
GRMZM2G091069,3.753
GRMZM2G056608,3.753
GRMZM2G003331,3.753
GRMZM2G094951,3.752
GRMZM2G477872,3.752
GRMZM2G073779,3.752
GRMZM2G311165,3.750
AC197146.3_FG001,3.749
GRMZM2G051917,3.749
GRMZM2G179424,3.749
GRMZM2G022298,3.749
GRMZM2G014577,3.747
GRMZM2G145063,3.746
GRMZM2G348909,3.745
GRMZM5G822591,3.745
GRMZM2G047652,3.744
GRMZM2G021831,3.744
AC206901.3_FG005,3.744
GRMZM2G165044,3.743
GRMZM2G048073,3.742
GRMZM2G178917,3.741
GRMZM2G072894,3.740
GRMZM2G071087,3.739
GRMZM2G481730,3.738
GRMZM2G044143,3.737
GRMZM2G118172,3.737
GRMZM2G075158,3.737
AC203535.4_FG007,3.733
GRMZM2G171736,3.731
GRMZM2G025366,3.730
GRMZM2G042623,3.727
GRMZM2G018416,3.726
GRMZM2G173928,3.726
GRMZM2G399073,3.725
GRMZM2G140674,3.723
GRMZM2G482256,3.721
GRMZM2G133213,3.721
GRMZM2G131055,3.717
GRMZM2G027995,3.715
GRMZM2G136567,3.714
GRMZM2G078926,3.713
GRMZM5G801793,3.710
GRMZM2G005195,3.710
GRMZM2G395749,3.708
GRMZM2G127121,3.707
GRMZM2G441511,3.706
GRMZM2G034534,3.705
GRMZM2G176085,3.704
GRMZM2G159724,3.703
GRMZM2G018756,3.701
AC196961.2_FG003,3.700
GRMZM2G146337,3.699
GRMZM2G050126,3.698
GRMZM2G028980,3.698
GRMZM2G010452,3.697
GRMZM2G084486,3.697
GRMZM2G406603,3.695
GRMZM2G438602,3.695
GRMZM2G166897,3.693
GRMZM2G353895,3.693
GRMZM2G080247,3.690
GRMZM2G128877,3.690
GRMZM2G319573,3.688
GRMZM2G339091,3.686
GRMZM2G110309,3.685
GRMZM2G325804,3.683
GRMZM2G335126,3.682
GRMZM2G013283,3.680
GRMZM2G388585,3.678
GRMZM2G067436,3.677
GRMZM2G162065,3.677
GRMZM2G003409,3.675
GRMZM2G117238,3.674
GRMZM5G818068,3.674
GRMZM2G050450,3.674
GRMZM2G086403,3.671
GRMZM2G028830,3.671
GRMZM2G361847,3.666
GRMZM2G018126,3.666
GRMZM2G116238,3.665
GRMZM2G382711,3.664
GRMZM2G157772,3.662
GRMZM2G443903,3.661
GRMZM2G111529,3.661
GRMZM2G099987,3.660
GRMZM2G006117,3.658
GRMZM2G138624,3.658
GRMZM2G147882,3.658
GRMZM2G133029,3.654
GRMZM2G429169,3.653
AC230020.1_FG002,3.649
GRMZM2G377451,3.649
GRMZM2G007404,3.647
GRMZM2G105954,3.647
GRMZM2G071645,3.647
GRMZM2G067402,3.646
GRMZM2G474326,3.646
GRMZM2G075117,3.646
GRMZM2G431018,3.645
GRMZM2G366659,3.645
GRMZM2G704285,3.642
AC190922.3_FG007,3.638
GRMZM2G149219,3.638
GRMZM2G142266,3.636
GRMZM2G098677,3.635
GRMZM2G074604,3.635
AC196278.2_FG003,3.633
GRMZM2G092001,3.633
GRMZM2G137507,3.633
GRMZM2G024303,3.631
GRMZM2G117388,3.630
GRMZM2G025860,3.626
GRMZM2G109009,3.623
GRMZM2G160032,3.623
AC152495.1_FG002,3.622
GRMZM2G077420,3.621
GRMZM2G103937,3.619
GRMZM2G474777,3.617
GRMZM2G147446,3.617
GRMZM2G098900,3.616
GRMZM2G474092,3.616
GRMZM2G068973,3.615
GRMZM2G385989,3.615
GRMZM2G036120,3.615
GRMZM2G358768,3.615
GRMZM2G064603,3.615
GRMZM2G013781,3.611
GRMZM2G158721,3.610
GRMZM2G361693,3.610
GRMZM2G401831,3.609
GRMZM5G836827,3.609
GRMZM5G806358,3.608
GRMZM2G124059,3.605
GRMZM2G020553,3.603
GRMZM2G050172,3.601
GRMZM2G047365,3.601
GRMZM2G350793,3.600
GRMZM2G113840,3.600
GRMZM2G005163,3.600
GRMZM2G085378,3.600
GRMZM2G013588,3.600
GRMZM2G009940,3.600
GRMZM2G062024,3.600
GRMZM2G449123,3.599
GRMZM2G381395,3.599
GRMZM2G077914,3.598
GRMZM2G176029,3.598
GRMZM2G047152,3.597
GRMZM2G088218,3.597
GRMZM5G800751,3.596
GRMZM2G036063,3.593
GRMZM2G040920,3.593
GRMZM2G067747,3.591
AC204070.3_FG004,3.591
GRMZM2G014089,3.590
GRMZM2G068714,3.590
GRMZM2G479125,3.589
GRMZM2G443265,3.589
GRMZM2G349565,3.589
GRMZM2G141535,3.589
GRMZM2G069676,3.589
GRMZM5G841914,3.588
GRMZM2G140443,3.587
GRMZM2G348578,3.585
GRMZM2G376085,3.584
GRMZM2G480381,3.583
GRMZM2G427097,3.583
GRMZM5G897546,3.583
GRMZM2G364375,3.582
GRMZM2G475293,3.580
GRMZM2G077004,3.580
GRMZM5G812272,3.580
GRMZM2G090274,3.579
GRMZM2G157845,3.578
GRMZM2G042278,3.578
GRMZM2G097739,3.578
GRMZM2G033665,3.575
GRMZM2G081048,3.575
GRMZM2G054093,3.575
GRMZM5G841619,3.573
GRMZM2G456564,3.572
GRMZM2G172787,3.571
GRMZM2G478382,3.571
GRMZM2G403407,3.571
GRMZM2G052855,3.569
GRMZM2G396231,3.569
GRMZM2G115646,3.568
GRMZM2G103179,3.568
GRMZM2G043383,3.568
GRMZM2G081192,3.567
GRMZM2G077316,3.567
GRMZM2G475897,3.566
GRMZM2G399677,3.566
GRMZM2G409104,3.565
GRMZM2G309512,3.565
GRMZM2G075333,3.563
GRMZM2G458879,3.563
GRMZM2G585025,3.563
GRMZM2G138997,3.563
GRMZM5G841893,3.560
GRMZM2G130749,3.559
AC205057.3_FG004,3.557
GRMZM2G011101,3.557
GRMZM2G002002,3.556
GRMZM2G439198,3.556
GRMZM2G091358,3.556
GRMZM2G419436,3.553
GRMZM2G404769,3.553
AC184130.4_FG012,3.551
GRMZM2G037452,3.550
GRMZM2G145461,3.549
GRMZM2G057766,3.549
GRMZM2G143102,3.549
GRMZM2G316362,3.546
GRMZM2G113062,3.545
GRMZM2G013318,3.544
GRMZM2G132810,3.544
GRMZM2G007715,3.541
GRMZM2G134930,3.541
GRMZM2G136970,3.539
GRMZM2G040945,3.538
GRMZM2G349570,3.538
GRMZM2G150242,3.538
GRMZM2G135091,3.537
GRMZM2G461356,3.536
GRMZM2G459663,3.536
GRMZM5G898898,3.536
GRMZM2G008374,3.534
GRMZM2G106810,3.533
GRMZM2G351716,3.533
GRMZM2G408305,3.532
GRMZM2G029048,3.531
GRMZM2G058702,3.529
GRMZM2G177561,3.528
GRMZM2G073770,3.527
GRMZM2G301089,3.527
GRMZM2G107402,3.525
GRMZM2G131793,3.523
GRMZM2G399320,3.521
GRMZM5G813363,3.519
GRMZM2G175265,3.519
GRMZM2G059151,3.519
GRMZM2G140339,3.519
GRMZM2G075680,3.516
GRMZM2G016997,3.516
GRMZM2G001915,3.516
AC203424.3_FG001,3.515
GRMZM2G141587,3.510
GRMZM2G083285,3.508
GRMZM2G117346,3.508
GRMZM2G448458,3.508
GRMZM2G379577,3.507
GRMZM2G068952,3.505
GRMZM2G019621,3.505
GRMZM2G479243,3.505
GRMZM2G002138,3.505
GRMZM2G139920,3.505
GRMZM2G147724,3.504
GRMZM2G440943,3.503
GRMZM2G018573,3.500
GRMZM2G165747,3.500
GRMZM2G048150,3.498
GRMZM2G046590,3.497
AC210173.4_FG002,3.497
GRMZM2G702253,3.497
GRMZM2G157820,3.497
GRMZM2G477113,3.496
GRMZM2G145107,3.494
GRMZM2G118641,3.494
AC234175.1_FG010,3.493
GRMZM2G447617,3.493
GRMZM2G412430,3.492
GRMZM2G012319,3.492
GRMZM2G053338,3.488
GRMZM2G098031,3.486
GRMZM2G423886,3.486
GRMZM5G884270,3.484
GRMZM2G020865,3.484
GRMZM2G047414,3.483
AC209858.4_FG002,3.483
GRMZM2G126594,3.483
GRMZM2G423863,3.483
GRMZM2G468479,3.482
GRMZM5G857708,3.482
GRMZM5G864735,3.481
AC213600.3_FG002,3.481
GRMZM2G086237,3.481
GRMZM2G022793,3.479
GRMZM2G078500,3.477
GRMZM2G055699,3.475
GRMZM2G180211,3.474
GRMZM2G365423,3.474
GRMZM2G047095,3.473
AC235544.1_FG004,3.471
GRMZM2G442008,3.471
GRMZM2G052750,3.471
GRMZM2G021560,3.471
GRMZM2G068455,3.470
GRMZM2G060872,3.469
GRMZM2G117228,3.469
GRMZM2G017616,3.467
GRMZM2G044194,3.466
GRMZM2G011253,3.465
GRMZM5G801436,3.464
GRMZM2G038165,3.464
GRMZM2G083328,3.464
GRMZM2G041994,3.463
GRMZM2G129357,3.463
GRMZM2G073774,3.462
GRMZM2G392798,3.461
GRMZM2G118241,3.461
GRMZM2G071441,3.461
GRMZM2G121123,3.460
GRMZM2G155375,3.459
GRMZM2G012088,3.458
GRMZM2G107956,3.458
GRMZM2G149211,3.457
AC214040.3_FG009,3.457
GRMZM2G059706,3.456
GRMZM2G050997,3.456
GRMZM2G101513,3.455
GRMZM2G087212,3.452
GRMZM2G148374,3.452
GRMZM2G176707,3.452
GRMZM2G100067,3.451
GRMZM5G887631,3.450
GRMZM2G381453,3.449
AC205502.4_FG004,3.447
GRMZM2G494186,3.446
GRMZM2G143725,3.446
GRMZM2G008287,3.445
GRMZM2G030272,3.444
AC149475.2_FG002,3.442
GRMZM2G093446,3.441
GRMZM2G180596,3.441
GRMZM2G063253,3.437
GRMZM2G123587,3.437
GRMZM2G077054,3.435
GRMZM2G048819,3.435
GRMZM2G014872,3.434
GRMZM2G059214,3.432
GRMZM2G075828,3.430
GRMZM2G098622,3.429
GRMZM2G028036,3.428
GRMZM2G022642,3.428
GRMZM2G323415,3.427
GRMZM2G083012,3.426
GRMZM2G079256,3.426
GRMZM2G452633,3.423
GRMZM2G461808,3.423
GRMZM2G160417,3.422
GRMZM2G003172,3.420
GRMZM2G178618,3.418
GRMZM2G061681,3.418
GRMZM2G047434,3.417
GRMZM2G007791,3.416
AC193324.3_FG002,3.415
GRMZM2G061704,3.414
GRMZM2G477146,3.414
AC177908.3_FG002,3.413
GRMZM2G138744,3.413
GRMZM2G112309,3.413
GRMZM2G079583,3.407
GRMZM2G106303,3.407
GRMZM5G885628,3.407
GRMZM5G817651,3.406
GRMZM2G547542,3.401
GRMZM2G172032,3.399
GRMZM2G163325,3.399
GRMZM2G011888,3.398
GRMZM2G133028,3.398
GRMZM2G077669,3.397
GRMZM2G176977,3.396
GRMZM2G389948,3.396
GRMZM2G143765,3.395
AC226723.2_FG001,3.394
GRMZM2G075262,3.394
GRMZM2G015067,3.394
GRMZM2G470438,3.392
GRMZM2G163507,3.392
GRMZM2G170559,3.391
GRMZM2G098697,3.390
GRMZM5G800975,3.389
GRMZM5G894568,3.388
GRMZM2G137409,3.385
GRMZM2G040158,3.384
GRMZM2G312419,3.383
GRMZM5G898887,3.383
GRMZM2G098875,3.382
GRMZM2G073399,3.382
GRMZM2G060999,3.382
GRMZM2G154743,3.382
GRMZM2G006219,3.381
GRMZM2G136884,3.381
GRMZM2G121683,3.381
GRMZM2G163307,3.380
GRMZM2G314563,3.379
GRMZM2G096355,3.378
GRMZM2G045031,3.377
GRMZM2G061742,3.376
GRMZM2G053396,3.376
GRMZM2G010085,3.374
GRMZM2G085970,3.373
GRMZM2G174708,3.373
GRMZM2G082191,3.372
GRMZM2G095778,3.372
GRMZM2G172726,3.372
AC198353.5_FG001,3.372
GRMZM2G143817,3.370
GRMZM2G309660,3.369
GRMZM2G460138,3.367
GRMZM2G076885,3.367
GRMZM2G343157,3.366
GRMZM2G028713,3.366
GRMZM2G430463,3.365
GRMZM2G055643,3.365
GRMZM2G156986,3.364
GRMZM2G006977,3.361
GRMZM2G411216,3.361
GRMZM2G065696,3.361
GRMZM2G437827,3.360
GRMZM2G090736,3.359
GRMZM2G038848,3.359
GRMZM2G015972,3.358
GRMZM2G314075,3.358
GRMZM2G135256,3.356
GRMZM2G043435,3.356
GRMZM2G307088,3.355
GRMZM2G145019,3.355
GRMZM2G305060,3.355
GRMZM5G872373,3.355
GRMZM2G156310,3.354
GRMZM2G052625,3.353
GRMZM2G015324,3.351
GRMZM2G052175,3.351
GRMZM2G061996,3.350
GRMZM2G008209,3.350
GRMZM2G016434,3.349
GRMZM2G134985,3.348
GRMZM2G006507,3.347
GRMZM2G054803,3.346
GRMZM2G143443,3.345
GRMZM2G054210,3.345
AC214266.3_FG002,3.344
AC190909.3_FG004,3.343
GRMZM2G346346,3.341
GRMZM2G118362,3.341
GRMZM2G133048,3.340
GRMZM2G048295,3.340
GRMZM2G370162,3.336
GRMZM2G046098,3.336
GRMZM2G002131,3.336
GRMZM2G388892,3.335
GRMZM2G089556,3.335
GRMZM2G124809,3.334
GRMZM2G051659,3.333
GRMZM2G101545,3.333
GRMZM2G133718,3.332
GRMZM2G032555,3.332
GRMZM2G177072,3.332
GRMZM2G044096,3.331
GRMZM2G306616,3.331
GRMZM2G087117,3.331
GRMZM2G328309,3.330
GRMZM2G587327,3.328
GRMZM5G813206,3.328
GRMZM5G845129,3.327
GRMZM2G000118,3.323
GRMZM2G128641,3.323
GRMZM2G143703,3.323
GRMZM2G151227,3.321
AC203366.4_FG001,3.321
GRMZM2G058472,3.321
GRMZM2G172774,3.320
GRMZM2G137707,3.319
GRMZM2G075470,3.319
GRMZM5G881887,3.318
GRMZM2G082916,3.318
GRMZM2G066485,3.317
GRMZM2G096952,3.316
GRMZM2G095348,3.315
GRMZM2G378906,3.313
GRMZM2G029951,3.313
GRMZM2G300624,3.312
GRMZM2G167318,3.311
GRMZM2G362303,3.311
GRMZM2G106703,3.309
GRMZM2G320705,3.308
GRMZM2G026171,3.307
GRMZM2G017682,3.305
GRMZM2G379804,3.302
GRMZM2G176542,3.302
GRMZM2G072513,3.299
GRMZM2G382350,3.299
GRMZM2G024499,3.298
GRMZM5G852170,3.297
GRMZM2G038893,3.297
GRMZM2G178398,3.296
GRMZM2G304965,3.296
GRMZM2G140587,3.296
GRMZM2G015844,3.294
GRMZM2G339563,3.294
GRMZM2G101900,3.292
GRMZM5G892742,3.291
GRMZM2G178753,3.291
GRMZM2G422750,3.291
GRMZM2G087326,3.290
GRMZM2G463580,3.287
GRMZM2G154007,3.287
GRMZM2G136624,3.287
GRMZM2G057466,3.286
GRMZM2G147589,3.286
GRMZM2G029785,3.286
GRMZM5G825854,3.286
GRMZM2G094850,3.286
GRMZM2G161566,3.285
GRMZM2G165521,3.284
GRMZM2G021219,3.284
GRMZM2G108829,3.283
GRMZM2G118345,3.283
GRMZM2G083239,3.281
GRMZM2G061354,3.281
GRMZM2G176443,3.280
GRMZM2G088261,3.280
GRMZM2G374088,3.279
GRMZM5G802858,3.278
GRMZM2G109070,3.276
GRMZM2G135651,3.275
GRMZM2G153760,3.274
GRMZM2G082653,3.274
GRMZM2G144367,3.274
GRMZM2G078890,3.273
GRMZM2G167492,3.273
GRMZM2G105510,3.272
GRMZM2G171383,3.272
GRMZM2G384755,3.271
GRMZM2G031400,3.270
GRMZM2G147884,3.269
GRMZM2G396451,3.265
GRMZM2G119256,3.265
GRMZM2G064640,3.264
GRMZM2G106213,3.263
GRMZM2G103070,3.263
GRMZM2G107205,3.262
GRMZM5G865319,3.261
GRMZM2G059073,3.261
GRMZM2G313162,3.261
GRMZM2G000236,3.261
GRMZM2G001991,3.260
GRMZM2G065655,3.259
GRMZM2G082709,3.259
GRMZM2G318633,3.259
GRMZM5G804976,3.259
GRMZM2G167741,3.255
GRMZM2G092661,3.255
GRMZM2G023232,3.254
GRMZM2G109605,3.252
GRMZM2G466578,3.252
GRMZM2G340444,3.251
GRMZM2G365035,3.251
GRMZM2G400470,3.250
GRMZM2G145944,3.250
GRMZM2G104400,3.249
GRMZM2G423643,3.248
GRMZM5G865576,3.246
GRMZM2G181371,3.245
GRMZM2G359799,3.245
GRMZM2G015912,3.245
GRMZM2G012213,3.244
GRMZM5G898867,3.244
GRMZM2G117619,3.241
GRMZM2G083246,3.238
GRMZM2G022398,3.238
GRMZM2G080314,3.238
GRMZM2G340257,3.238
GRMZM2G460025,3.238
GRMZM2G107987,3.237
GRMZM2G121543,3.236
GRMZM2G003518,3.235
GRMZM2G093072,3.235
GRMZM2G061702,3.235
GRMZM2G053458,3.230
GRMZM2G147051,3.230
GRMZM2G001332,3.228
GRMZM2G075780,3.226
GRMZM2G084181,3.223
GRMZM2G067019,3.223
GRMZM2G124918,3.222
GRMZM2G097226,3.222
GRMZM2G361633,3.220
GRMZM2G019515,3.220
GRMZM2G169820,3.218
GRMZM2G163054,3.218
GRMZM2G124371,3.217
GRMZM2G126285,3.217
GRMZM2G084757,3.216
GRMZM2G007160,3.214
GRMZM5G860137,3.214
GRMZM2G010834,3.212
GRMZM2G430362,3.211
GRMZM2G117454,3.211
GRMZM2G096020,3.209
GRMZM2G064503,3.209
GRMZM2G113423,3.209
GRMZM2G044044,3.208
GRMZM2G108364,3.208
GRMZM2G403111,3.207
GRMZM2G122362,3.206
GRMZM2G354013,3.203
GRMZM2G057841,3.203
GRMZM2G009849,3.203
GRMZM2G038252,3.203
GRMZM2G077937,3.202
GRMZM2G018018,3.201
GRMZM2G020801,3.200
GRMZM2G131026,3.199
GRMZM2G404132,3.197
GRMZM2G095043,3.197
GRMZM2G095326,3.196
GRMZM2G012501,3.195
GRMZM2G178209,3.194
GRMZM2G164502,3.194
GRMZM2G061629,3.191
GRMZM2G159237,3.190
GRMZM2G404965,3.190
GRMZM2G011136,3.189
GRMZM2G100809,3.189
GRMZM2G052078,3.189
GRMZM2G445791,3.188
GRMZM2G041732,3.188
GRMZM2G113421,3.185
GRMZM2G043602,3.184
GRMZM2G163860,3.184
GRMZM2G060583,3.184
GRMZM5G889999,3.183
GRMZM2G162145,3.182
GRMZM2G017334,3.182
GRMZM2G377595,3.182
GRMZM2G000645,3.181
GRMZM2G022403,3.181
GRMZM2G172427,3.181
GRMZM2G129268,3.181
GRMZM2G059937,3.179
AC209050.3_FG003,3.179
GRMZM2G033876,3.177
GRMZM2G051262,3.176
GRMZM2G416308,3.176
GRMZM2G010152,3.175
GRMZM5G840699,3.175
GRMZM2G139617,3.174
GRMZM2G376432,3.174
GRMZM2G072146,3.174
GRMZM2G017940,3.173
GRMZM2G081639,3.170
GRMZM2G401606,3.169
GRMZM2G046252,3.167
GRMZM2G041527,3.167
GRMZM2G053980,3.167
GRMZM2G110548,3.164
GRMZM2G097605,3.164
GRMZM2G104676,3.162
GRMZM2G067063,3.162
GRMZM2G109509,3.162
GRMZM2G328612,3.162
GRMZM2G089977,3.161
GRMZM2G407969,3.161
GRMZM2G096458,3.159
AC234185.1_FG004,3.159
GRMZM2G443953,3.158
GRMZM2G020814,3.157
GRMZM2G122290,3.156
GRMZM2G019171,3.156
GRMZM2G014136,3.156
GRMZM2G020740,3.155
GRMZM2G060824,3.155
GRMZM2G468299,3.153
GRMZM2G022679,3.152
AC217910.3_FG001,3.151
GRMZM2G350658,3.150
GRMZM2G111987,3.149
GRMZM2G701058,3.148
GRMZM2G167049,3.147
GRMZM2G004988,3.147
GRMZM2G127232,3.144
GRMZM2G417089,3.143
GRMZM2G147152,3.143
GRMZM2G171484,3.143
GRMZM2G017603,3.141
GRMZM2G334628,3.141
GRMZM2G011858,3.140
GRMZM2G119411,3.139
GRMZM2G079308,3.138
GRMZM2G545326,3.138
GRMZM2G157749,3.136
GRMZM2G165418,3.135
GRMZM2G070446,3.134
GRMZM2G064750,3.132
GRMZM2G177631,3.132
GRMZM2G099324,3.132
GRMZM2G170208,3.131
GRMZM2G040397,3.128
AC203408.4_FG003,3.127
GRMZM2G152360,3.127
GRMZM5G889467,3.127
GRMZM2G114484,3.126
GRMZM2G092244,3.125
GRMZM2G128876,3.125
GRMZM5G892151,3.124
GRMZM2G083855,3.124
GRMZM2G026065,3.124
GRMZM2G157019,3.123
GRMZM2G031581,3.122
GRMZM2G051311,3.122
GRMZM2G074540,3.121
GRMZM2G147701,3.121
GRMZM2G356076,3.121
GRMZM2G141355,3.119
GRMZM2G071277,3.119
GRMZM2G537291,3.118
GRMZM2G008663,3.118
GRMZM2G063216,3.118
GRMZM2G090669,3.117
GRMZM5G847387,3.117
GRMZM2G053939,3.116
GRMZM2G003988,3.116
GRMZM2G171723,3.115
GRMZM2G087275,3.115
GRMZM2G014276,3.115
GRMZM2G039757,3.114
GRMZM2G034536,3.112
GRMZM2G160609,3.112
GRMZM2G155073,3.112
GRMZM2G041878,3.112
GRMZM2G109120,3.111
GRMZM2G140070,3.111
GRMZM2G123764,3.111
GRMZM2G115304,3.110
GRMZM2G091558,3.109
GRMZM5G891373,3.109
GRMZM5G868433,3.108
GRMZM5G873295,3.108
GRMZM2G099337,3.107
GRMZM2G141642,3.107
GRMZM2G010298,3.105
GRMZM2G015132,3.104
GRMZM2G010048,3.104
GRMZM2G470499,3.104
GRMZM2G109651,3.103
GRMZM2G032104,3.102
GRMZM2G054765,3.102
GRMZM2G462062,3.100
GRMZM2G017349,3.100
GRMZM2G149108,3.099
GRMZM2G150201,3.098
GRMZM2G152175,3.097
GRMZM2G023023,3.097
GRMZM2G081037,3.097
GRMZM2G169326,3.097
GRMZM2G079645,3.094
GRMZM2G164277,3.093
GRMZM2G004349,3.092
GRMZM2G051004,3.091
GRMZM2G068177,3.091
GRMZM2G427090,3.090
GRMZM2G048434,3.089
GRMZM2G017164,3.088
GRMZM2G011998,3.088
GRMZM2G025906,3.087
GRMZM6G591706,3.087
GRMZM2G050647,3.087
GRMZM2G388045,3.086
GRMZM2G335685,3.086
GRMZM2G018142,3.086
GRMZM2G044337,3.085
GRMZM5G825192,3.085
GRMZM2G017022,3.085
GRMZM2G461447,3.083
GRMZM2G168249,3.081
GRMZM2G135816,3.081
GRMZM2G084819,3.081
GRMZM2G161285,3.081
GRMZM2G125193,3.080
GRMZM2G314386,3.079
GRMZM2G314679,3.079
GRMZM2G303775,3.079
GRMZM2G700757,3.078
GRMZM2G128176,3.078
GRMZM2G093716,3.075
GRMZM2G358059,3.075
GRMZM2G057571,3.073
GRMZM2G121905,3.073
GRMZM2G034019,3.072
